timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2016-11-22,24.0,24.9,23.431,24.8765,22.7307,2822,0.0,1.0
2016-11-23,24.9,26.49,24.2,24.79,22.6516,22753,0.0,1.0
2016-11-25,24.85,26.49,24.83,25.07,22.9075,48133,0.0,1.0
2016-11-28,25.11,25.14,25.0,25.025,22.8664,51891,0.0,1.0
2016-11-29,25.05,25.4973,25.03,25.1,22.9349,20229,0.0,1.0
2016-11-30,25.11,25.6,25.1,25.2,23.0263,4234,0.0,1.0
2016-12-01,25.2,25.75,25.2,25.75,23.5288,4599,0.0,1.0
2016-12-02,25.75,25.75,25.3,25.499,23.2995,2345,0.0,1.0
2016-12-05,25.4047,25.5,25.4047,25.4748,23.2774,3942,0.0,1.0
2016-12-06,25.5,25.7,25.42,25.42,23.2273,20363,0.0,1.0
2016-12-07,25.5,25.5,25.41,25.41,23.2182,24582,0.0,1.0
2016-12-08,25.4,25.5,25.4,25.4,23.209,13520,0.0,1.0
2016-12-09,25.4749,25.5,25.4109,25.4585,23.2625,16365,0.0,1.0
2016-12-12,25.5,25.5,25.5,25.5,23.3004,1296,0.0,1.0
2016-12-13,25.5,25.785,25.351,25.43,23.2364,18858,0.0,1.0
2016-12-14,25.43,25.43,25.43,25.43,23.2364,0,0.0,1.0
2016-12-15,25.9,25.91,25.46,25.5,23.3004,10655,0.0,1.0
2016-12-16,25.47,25.5,25.4,25.44,23.2456,23526,0.0,1.0
2016-12-19,25.5,25.5,25.4,25.4,23.209,12972,0.0,1.0
2016-12-20,25.49,25.53,25.41,25.41,23.2182,4490,0.0,1.0
2016-12-21,25.75,25.75,25.75,25.75,23.5288,732,0.0,1.0
2016-12-22,25.5499,25.5499,25.41,25.45,23.2547,13322,0.0,1.0
2016-12-23,25.4639,25.5,25.4639,25.49,23.2913,1951,0.0,1.0
2016-12-27,25.5,25.6,25.5,25.6,23.3918,10015,0.0,1.0
2016-12-28,25.42,25.56,25.4,25.5097,23.3093,10515,0.0,1.0
2016-12-29,25.5,25.6,25.5,25.6,23.3918,5020,0.0,1.0
2016-12-30,25.5887,25.622,25.5887,25.622,23.4119,466,0.0,1.0
2017-01-03,25.6093,25.65,25.5738,25.65,23.4375,5187,0.0,1.0
2017-01-04,25.6731,25.75,25.651,25.651,23.4384,16478,0.0,1.0
2017-01-05,25.75,25.75,25.7117,25.749,23.5279,840,0.0,1.0
2017-01-06,25.83,25.83,25.7499,25.8,23.5745,5102,0.0,1.0
2017-01-09,25.9742,26.0,25.86,25.86,23.6293,3071,0.0,1.0
2017-01-10,26.0438,26.0438,25.6,25.7176,23.4992,5099,0.0,1.0
2017-01-11,25.551,25.8791,25.551,25.8791,23.6468,1335,0.0,1.0
2017-01-12,25.8347,26.04,25.8347,25.98,23.739,6234,0.0,1.0
2017-01-13,25.937,25.937,25.645,25.75,23.9524,4560,0.4635,1.0
2017-01-17,25.9032,25.98,25.55,25.78,23.9803,6376,0.0,1.0
2017-01-18,25.73,25.75,25.73,25.7401,23.9432,2661,0.0,1.0
2017-01-19,25.7947,26.1743,25.64,25.73,23.9338,7065,0.0,1.0
2017-01-20,25.788,25.788,25.6633,25.6849,23.8918,4073,0.0,1.0
2017-01-23,25.9955,25.9955,25.9955,25.9955,24.1807,197,0.0,1.0
2017-01-24,25.77,25.8,25.632,25.8,23.9989,8569,0.0,1.0
2017-01-25,25.8,25.8,25.7616,25.8,23.9989,1034,0.0,1.0
2017-01-26,26.0,26.0,25.777,25.7988,23.9978,8862,0.0,1.0
2017-01-27,25.94,25.94,25.7,25.71,23.9152,9869,0.0,1.0
2017-01-30,25.71,25.73,25.7,25.7,23.9059,2083,0.0,1.0
2017-01-31,26.5763,26.5763,25.701,25.701,23.9068,1562,0.0,1.0
2017-02-01,26.2116,26.2116,25.795,25.795,23.9942,951,0.0,1.0
2017-02-02,26.2437,26.2437,26.2437,26.2437,24.4116,218,0.0,1.0
2017-02-03,26.2437,26.2437,26.2437,26.2437,24.4116,97,0.0,1.0
2017-02-06,26.2437,26.2437,26.2437,26.2437,24.4116,79,0.0,1.0
2017-02-07,26.0505,26.2113,26.0505,26.19,24.3617,1467,0.0,1.0
2017-02-08,26.16,26.16,26.16,26.16,24.3338,410,0.0,1.0
2017-02-09,25.97,26.0,25.97,26.0,24.1849,1400,0.0,1.0
2017-02-10,26.0,26.0,26.0,26.0,24.1849,0,0.0,1.0
2017-02-13,26.0,26.0,25.901,25.935,24.1245,3136,0.0,1.0
2017-02-14,26.29,26.29,26.0,26.0,24.1849,3689,0.0,1.0
2017-02-15,26.2,26.2,26.16,26.16,24.3338,660,0.0,1.0
2017-02-16,26.17,26.17,26.0215,26.0215,24.2049,381,0.0,1.0
2017-02-17,26.18,26.2,25.804,26.2,24.371,1940,0.0,1.0
2017-02-21,25.9728,26.2,25.9728,26.17,24.3431,14609,0.0,1.0
2017-02-22,26.18,26.4,25.8,25.8,23.9989,2338,0.0,1.0
2017-02-23,28.5,28.5,25.75,25.75,23.9524,489,0.0,1.0
2017-02-24,26.3448,26.3448,26.0,26.0,24.1849,946,0.0,1.0
2017-02-27,26.48,26.48,26.0,26.033,24.2156,3492,0.0,1.0
2017-02-28,26.078,26.33,26.078,26.33,24.4919,758,0.0,1.0
2017-03-01,26.33,26.33,25.81,26.33,24.4919,3431,0.0,1.0
2017-03-02,26.0,26.33,26.0,26.025,24.2082,1345,0.0,1.0
2017-03-03,26.2792,28.96,26.001,26.079,24.2584,6809,0.0,1.0
2017-03-06,26.3,26.435,26.3,26.3,24.464,1638,0.0,1.0
2017-03-07,26.3,26.3,25.84,25.84,24.0361,6354,0.0,1.0
2017-03-08,25.95,25.95,25.75,25.84,24.0361,20364,0.0,1.0
2017-03-09,25.801,26.0,25.75,25.75,23.9524,32132,0.0,1.0
2017-03-10,25.761,26.2113,25.761,26.2113,24.3815,1180,0.0,1.0
2017-03-13,25.905,25.905,25.905,25.905,24.0966,571,0.0,1.0
2017-03-14,26.2261,26.25,26.2261,26.24,24.4082,503,0.0,1.0
2017-03-15,26.1613,26.1613,25.804,25.9375,24.1268,1350,0.0,1.0
2017-03-16,25.81,26.1,25.81,26.1,24.2779,514,0.0,1.0
2017-03-17,26.16,26.16,26.0617,26.0617,24.2423,864,0.0,1.0
2017-03-20,26.2457,26.2457,26.0624,26.1529,24.3272,893,0.0,1.0
2017-03-21,25.83,26.6,25.83,26.5612,24.707,924,0.0,1.0
2017-03-22,26.5612,26.5612,26.5612,26.5612,24.707,79,0.0,1.0
2017-03-23,26.594,26.594,26.594,26.594,24.7375,355,0.0,1.0
2017-03-24,26.594,26.594,26.594,26.594,24.7375,81,0.0,1.0
2017-03-27,26.594,26.594,26.594,26.594,24.7375,28,0.0,1.0
2017-03-28,26.594,26.594,26.594,26.594,24.7375,41,0.0,1.0
2017-03-29,25.91,25.98,25.86,25.86,24.0547,3887,0.0,1.0
2017-03-30,25.91,25.96,25.9,25.92,24.1105,3100,0.0,1.0
2017-03-31,26.2414,26.2414,26.2414,26.2414,24.4095,555,0.0,1.0
2017-04-03,26.4,26.4,26.03,26.03,24.2128,2737,0.0,1.0
2017-04-04,26.3153,26.3153,26.03,26.25,24.4175,6839,0.0,1.0
2017-04-05,26.2,26.2,26.05,26.15,24.3245,1388,0.0,1.0
2017-04-06,26.1,26.4,25.96,26.03,24.2128,3175,0.0,1.0
2017-04-07,26.5,26.6101,26.5,26.6101,24.7524,300,0.0,1.0
2017-04-10,26.5462,26.5462,26.05,26.36,24.5198,1002,0.0,1.0
2017-04-11,25.99,25.99,25.55,25.8179,24.4516,2295,0.4688,1.0
2017-04-12,25.61,25.97,25.61,25.88,24.5104,6419,0.0,1.0
2017-04-13,25.88,25.88,25.88,25.88,24.5104,56,0.0,1.0
2017-04-17,25.87,25.87,25.87,25.87,24.5009,559,0.0,1.0
2017-04-18,25.84,25.84,25.84,25.84,24.4725,113,0.0,1.0
2017-04-19,25.84,25.84,25.65,25.7676,24.4039,2428,0.0,1.0
2017-04-20,25.8,25.82,25.7183,25.79,24.4251,3071,0.0,1.0
2017-04-21,25.72,25.82,25.68,25.82,24.4536,3101,0.0,1.0
2017-04-24,25.63,25.79,25.63,25.77,24.4062,5641,0.0,1.0
2017-04-25,25.78,25.828,25.75,25.75,24.3873,4263,0.0,1.0
2017-04-26,25.9414,25.98,25.68,25.86,24.4914,2846,0.0,1.0
2017-04-27,25.93,25.93,25.93,25.93,24.5577,145,0.0,1.0
2017-04-28,25.96,25.96,25.7061,25.93,24.5577,2526,0.0,1.0
2017-05-01,25.9317,25.9317,25.85,25.85,24.482,377,0.0,1.0
2017-05-02,25.85,25.85,25.85,25.85,24.482,25,0.0,1.0
2017-05-03,25.85,25.85,25.85,25.85,24.482,77,0.0,1.0
2017-05-04,25.9,25.9,25.77,25.9,24.5293,2960,0.0,1.0
2017-05-05,25.75,25.915,25.6,25.915,24.5435,2502,0.0,1.0
2017-05-08,25.915,25.915,25.915,25.915,24.5435,0,0.0,1.0
2017-05-09,25.75,25.75,25.75,25.75,24.3873,200,0.0,1.0
2017-05-10,25.76,25.9151,25.66,25.83,24.463,2558,0.0,1.0
2017-05-11,25.83,25.83,25.83,25.83,24.463,34,0.0,1.0
2017-05-12,25.78,25.8,25.71,25.8,24.4346,7603,0.0,1.0
2017-05-15,25.8,25.8,25.8,25.8,24.4346,87,0.0,1.0
2017-05-16,25.822,25.94,25.822,25.94,24.5672,398,0.0,1.0
2017-05-17,25.94,25.94,25.8495,25.8495,24.4815,1010,0.0,1.0
2017-05-18,25.8495,25.8495,25.8495,25.8495,24.4815,0,0.0,1.0
2017-05-19,26.2492,26.2492,25.75,25.75,24.3873,965,0.0,1.0
2017-05-22,25.75,25.75,25.75,25.75,24.3873,0,0.0,1.0
2017-05-23,26.03,26.24,25.63,25.7676,24.4039,31663,0.0,1.0
2017-05-24,25.75,25.8357,25.72,25.75,24.3873,9416,0.0,1.0
2017-05-25,25.8,25.9,25.75,25.88,24.5104,3984,0.0,1.0
2017-05-26,25.87,25.9899,25.75,25.85,24.482,5624,0.0,1.0
2017-05-30,25.9,25.93,25.9,25.9,24.5293,881,0.0,1.0
2017-05-31,25.8503,25.9,25.68,25.75,24.3873,88942,0.0,1.0
2017-06-01,25.77,25.78,25.72,25.72,24.3588,32784,0.0,1.0
2017-06-02,25.77,25.78,25.7,25.7,24.3399,51344,0.0,1.0
2017-06-05,25.74,25.75,25.68,25.7,24.3399,46016,0.0,1.0
2017-06-06,25.73,25.75,25.65,25.65,24.2926,32268,0.0,1.0
2017-06-07,25.69,25.73,25.69,25.73,24.3683,1004,0.0,1.0
2017-06-08,25.741,25.8219,25.74,25.8219,24.4554,2597,0.0,1.0
2017-06-09,25.74,25.83,25.7359,25.83,24.463,1329,0.0,1.0
2017-06-12,25.85,25.85,25.7915,25.7915,24.4266,470,0.0,1.0
2017-06-13,25.7915,25.7915,25.7915,25.7915,24.4266,49,0.0,1.0
2017-06-14,25.79,25.85,25.72,25.85,24.482,3248,0.0,1.0
2017-06-15,25.73,25.85,25.73,25.85,24.482,39209,0.0,1.0
2017-06-16,25.8,26.02,25.8,26.02,24.643,12613,0.0,1.0
2017-06-19,26.02,26.03,25.992,26.02,24.643,882,0.0,1.0
2017-06-20,26.03,26.03,25.9912,25.9912,24.6157,1252,0.0,1.0
2017-06-21,26.0398,26.05,25.861,26.03,24.6524,4750,0.0,1.0
2017-06-22,26.05,26.05,25.9589,26.05,24.6714,429,0.0,1.0
2017-06-23,26.0402,26.0402,26.0402,26.0402,24.6621,383,0.0,1.0
2017-06-26,26.05,26.1,26.03,26.07,24.6903,11332,0.0,1.0
2017-06-27,26.09,26.09,26.077,26.077,24.697,890,0.0,1.0
2017-06-28,25.95,26.1,25.95,26.06,24.6809,2412,0.0,1.0
2017-06-29,26.0325,26.0445,25.89,25.955,24.5814,7741,0.0,1.0
2017-06-30,26.006,26.006,26.006,26.006,24.6297,200,0.0,1.0
2017-07-03,26.006,26.006,26.006,26.006,24.6297,40,0.0,1.0
2017-07-05,26.0,26.0,25.91,25.934,24.5615,15219,0.0,1.0
2017-07-06,25.9093,25.946,25.8779,25.93,24.5577,20895,0.0,1.0
2017-07-07,26.0292,26.0292,25.93,25.99,24.6146,1716,0.0,1.0
2017-07-10,25.95,26.0356,25.95,26.0,24.624,3729,0.0,1.0
2017-07-11,26.0,26.06,26.0,26.06,24.6809,27066,0.0,1.0
2017-07-12,25.6,25.619,25.54,25.6,24.6891,18733,0.4688,1.0
2017-07-13,25.6,25.6001,25.55,25.6,24.6891,15056,0.0,1.0
2017-07-14,25.59,25.59,25.57,25.5842,24.6739,7355,0.0,1.0
2017-07-17,25.558,25.6,25.538,25.58,24.6699,31505,0.0,1.0
2017-07-18,25.55,25.59,25.54,25.555,24.6457,26370,0.0,1.0
2017-07-19,25.55,25.58,25.5486,25.557,24.6477,18360,0.0,1.0
2017-07-20,25.57,25.6,25.57,25.59,24.6795,20204,0.0,1.0
2017-07-21,25.59,25.5968,25.57,25.58,24.6699,5318,0.0,1.0
2017-07-24,25.58,25.5801,25.57,25.58,24.6699,2104,0.0,1.0
2017-07-25,25.57,25.575,25.57,25.575,24.665,1541,0.0,1.0
2017-07-26,25.59,25.61,25.54,25.57,24.6602,5750,0.0,1.0
2017-07-27,25.55,25.564,25.549,25.549,24.64,2388,0.0,1.0
2017-07-28,25.55,25.5692,25.53,25.53,24.6216,2645,0.0,1.0
2017-07-31,25.55,25.55,25.501,25.54,24.6313,4383,0.0,1.0
2017-08-01,25.5,25.5599,25.5,25.5589,24.6495,1892,0.0,1.0
2017-08-02,25.54,25.56,25.53,25.545,24.6361,5203,0.0,1.0
2017-08-03,25.54,25.54,25.51,25.54,24.6313,3092,0.0,1.0
2017-08-04,25.5699,25.5699,25.54,25.5625,24.653,4129,0.0,1.0
2017-08-07,25.55,25.57,25.55,25.56,24.6506,4142,0.0,1.0
2017-08-08,25.56,25.57,25.55,25.5594,24.65,6732,0.0,1.0
2017-08-09,25.55,25.57,25.5119,25.5119,24.6042,8039,0.0,1.0
2017-08-10,25.5,25.52,25.3289,25.52,24.612,14698,0.0,1.0
2017-08-11,25.4846,25.505,25.4627,25.47,24.5638,12714,0.0,1.0
2017-08-14,25.56,25.56,25.5345,25.55,24.6409,798,0.0,1.0
2017-08-15,25.55,25.55,25.55,25.55,24.6409,34,0.0,1.0
2017-08-16,25.57,25.5985,25.56,25.5985,24.6877,1379,0.0,1.0
2017-08-17,25.64,25.64,25.5,25.5491,24.6401,3371,0.0,1.0
2017-08-18,25.5117,25.59,25.5117,25.55,24.6409,9848,0.0,1.0
2017-08-21,25.55,25.59,25.55,25.5869,24.6765,1904,0.0,1.0
2017-08-22,25.59,25.59,25.5553,25.59,24.6795,4405,0.0,1.0
2017-08-23,25.59,25.59,25.57,25.59,24.6795,2260,0.0,1.0
2017-08-24,25.59,25.59,25.577,25.585,24.6747,5709,0.0,1.0
2017-08-25,25.59,25.59,25.5811,25.5811,24.6709,1137,0.0,1.0
2017-08-28,25.5866,25.65,25.5866,25.608,24.6969,1556,0.0,1.0
2017-08-29,25.58,25.88,25.58,25.79,24.8724,5310,0.0,1.0
2017-08-30,25.7,25.7,25.6301,25.65,24.7374,3424,0.0,1.0
2017-08-31,25.78,25.78,25.6801,25.7,24.7856,1990,0.0,1.0
2017-09-01,25.65,25.74,25.56,25.7,24.7856,5183,0.0,1.0
2017-09-05,25.7219,25.75,25.69,25.712,24.7972,1365,0.0,1.0
2017-09-06,25.7847,25.8,25.58,25.73,24.8145,2183,0.0,1.0
2017-09-07,25.63,25.7409,25.621,25.7409,24.825,1200,0.0,1.0
2017-09-08,25.74,25.7448,25.65,25.7299,24.8144,1224,0.0,1.0
2017-09-11,25.6847,25.711,25.6847,25.711,24.7962,1333,0.0,1.0
2017-09-12,25.7244,25.7244,25.65,25.695,24.7808,2557,0.0,1.0
2017-09-13,25.685,25.7061,25.57,25.68,24.7663,4268,0.0,1.0
2017-09-14,25.7,25.7,25.68,25.68,24.7663,6935,0.0,1.0
2017-09-15,25.685,25.697,25.665,25.685,24.7711,2222,0.0,1.0
2017-09-18,25.69,25.69,25.67,25.69,24.7759,7003,0.0,1.0
2017-09-19,25.7299,25.73,25.65,25.69,24.7759,3025,0.0,1.0
2017-09-20,25.7,25.73,25.7,25.705,24.7904,9051,0.0,1.0
2017-09-21,25.7,25.704,25.57,25.665,24.7518,10705,0.0,1.0
2017-09-22,25.66,25.69,25.6388,25.665,24.7518,5515,0.0,1.0
2017-09-25,25.66,25.6794,25.65,25.66,24.747,9285,0.0,1.0
2017-09-26,25.67,25.6798,25.66,25.67,24.7567,10770,0.0,1.0
2017-09-27,25.7,25.7,25.5,25.68,24.7663,25179,0.0,1.0
2017-09-28,25.6999,25.6999,25.67,25.67,24.7567,1525,0.0,1.0
2017-09-29,25.7,25.92,25.7,25.87,24.9495,7044,0.0,1.0
2017-10-02,25.86,25.92,25.8169,25.92,24.9978,12121,0.0,1.0
